Grid_Lat,Grid_Lon,Average_Speed,Total_Vehicles,Average_Acceleration,Congestion_Index
28.55,77.205,5.537665582775541,6,-0.9429189595824732,0.917758781637271
28.55,77.206,7.012512749826959,2,0.3609417504101291,0.24960958721010368
28.551,77.198,1.8791516615261115,1,3.6141050236773564,0.34732453082028475
28.551,77.199,8.151337585124441,4,-2.2565165470413784,0.43709457363937987
28.551,77.2,8.27997339270776,2,0.3614067368359355,0.21551785930459758
28.551,77.201,13.231978788999005,1,-5.947985705287911,0.07026429808713439
28.551,77.202,8.993204846160047,2,-0.9680268451531608,0.20013599548782518
28.551,77.203,9.738684365197159,2,-5.215714823992508,0.18624255374166412
28.551,77.204,4.154347162133861,8,0.5193786742662142,1.5520879266285317
28.551,77.205,6.594731001304454,13,0.022147682601055936,1.7117130281200412
28.551,77.206,6.228920327068361,17,0.014411100222353757,2.3516651492677654
28.551,77.207,5.122546329222865,1,4.885031713009998,0.16333073630280395
28.552,77.198,5.493256685203468,1,7.346372972321374,0.1540059246816399
28.552,77.199,8.112062620231551,3,2.2848121265344123,0.3292339094925761
28.552,77.2,7.214623744179724,4,0.40600298455014516,0.48693648358929464
28.552,77.201,10.126955464595829,3,-1.7231622406677591,0.26961553046073694
28.552,77.202,5.347939393404772,1,8.512187240919227,0.15753143469500602
28.552,77.204,4.83309394251116,1,-0.10721892560286772,0.17143560687615084
28.552,77.205,9.189743152042105,2,1.359645550459371,0.1962758010832868
28.552,77.206,5.739132764649013,1,-0.00855768540572388,0.14838704547351084
28.552,77.207,5.508884467558904,6,-0.5814102594951339,0.9218169457308318
28.553,77.199,12.086616762522024,2,-4.679098172096911,0.15282788793263052
28.553,77.2,6.5975569215297964,5,1.0441515844950622,0.6581062901721876
28.553,77.201,8.515015908685951,3,1.0565865072349394,0.31529111761772216
28.554,77.201,4.270952523117687,5,1.0878018294922327,0.9485951501309628
28.554,77.202,6.543271509855208,10,-0.7303748210905894,1.3256847492411086
28.555,77.197,5.421540057930722,5,-0.7497220636085313,0.7786294183160792
28.555,77.198,5.6060151453089855,7,0.5670653958436956,1.059640319621548
28.555,77.199,7.346171628303679,8,-2.6153625445383115,0.9585233034113825
28.555,77.2,6.006684509103671,5,1.9096799085569944,0.71360427224939
28.555,77.201,5.465773756168529,5,-0.6651695387486329,0.7733026531016276
28.555,77.202,11.787473124280037,2,0.4566242095289752,0.1564030657630496
28.556,77.198,7.665010802960795,13,0.08483485397208425,1.5002866465622822
28.556,77.199,5.322221308138181,3,0.473963864106528,0.47451676456474196
28.556,77.2,6.2871424318324625,4,0.13548822800980398,0.5489120100804917
28.557,77.197,3.09974090238552,1,1.9210087052885942,0.24391785330095594
28.557,77.198,5.7375188958115775,10,-0.6831632262029081,1.4842258930385435
28.557,77.199,5.05406929110064,6,1.627579012919977,0.9910689342158471
28.558,77.197,5.486902094153173,7,2.143622428851371,1.0790975258142552
28.558,77.198,6.499613223773158,4,0.5553182736248692,0.5333608388390388
28.558,77.216,7.4264215010758745,1,4.3475544207658805,0.11867433878928572
28.559,77.194,9.662291130707722,2,-0.4509424907713502,0.18757694528148264
28.559,77.195,7.84807627456484,2,-1.0237098113094758,0.22603783443292738
28.559,77.196,3.919398589056461,5,0.24705005422647783,1.0163844033949276
28.559,77.197,8.759086679121436,5,-2.098725051849292,0.5123430259818254
28.559,77.198,10.18808153163382,1,2.1676003591983495,0.08938082880184087
28.559,77.215,10.907180000554934,1,-6.295426633776412,0.08398294138103186
28.559,77.216,7.001464433109418,4,0.19547024170302918,0.49990848968200374
28.559,77.217,8.008678148934779,3,-0.3001166875934261,0.33301223003007735
28.559,77.218,5.8974562191257585,4,-2.2031375086349936,0.5799239419466723
28.56,77.193,7.125022989335668,1,1.3913069582906745,0.12307657483708408
28.56,77.194,5.193505532166756,3,1.7251540301308015,0.48437835155214115
28.56,77.195,9.379240085159637,1,-1.4392111156231326,0.09634616713701537
28.56,77.215,7.501285114799822,5,-1.4306925112211322,0.5881463722814728
28.56,77.216,4.98456558261686,2,1.5378833153751943,0.33419301240666893
28.56,77.237,6.093018604817455,12,0.3588596266368637,1.6918043880287879
28.56,77.238,4.561022774793532,9,0.30305597899676184,1.618407326219618
28.56,77.239,5.498955433143147,1,3.9028478597931286,0.153870881295821
28.561,77.194,8.516329947626343,1,-5.950434497881231,0.10508252714056325
28.561,77.195,8.170709966157798,2,-0.10880465481975055,0.21808562340107776
28.561,77.215,5.783342131299745,3,3.4209005632448233,0.4422598686504959
