VehicleID,Timestamp,Latitude,Longitude,Speed,Prev_Latitude,Prev_Longitude,Prev_Time,Distance_km,TimeDiff_hr,Calculated_Speed,Grid_Lat,Grid_Lon,Traffic_Category,Acceleration
TX001,2024-01-01 06:35:30,28.627694,77.161666,53.28,28.627787,77.16176,2024-01-01 06:35:00,0.013824293213720437,0.008333333333333333,1.6589151856464524,28.628,77.162,Gridlock,2.9862469498034754
TX001,2024-01-01 06:36:00,28.628001,77.161479,53.95,28.627694,77.161666,2024-01-01 06:35:30,0.03870968446208273,0.008333333333333333,4.645162135449928,28.628,77.161,Gridlock,-1.3350953068551719
TX001,2024-01-01 06:36:30,28.627815,77.161292,41.51,28.628001,77.161479,2024-01-01 06:36:00,0.02758389023828963,0.008333333333333333,3.310066828594756,28.628,77.161,Gridlock,9.709397800122824
TX001,2024-01-01 06:37:00,28.62705,77.160602,37.9,28.627815,77.161292,2024-01-01 06:36:30,0.1084955385726465,0.008333333333333333,13.01946462871758,28.627,77.161,Gridlock,-7.417515124009777
TX001,2024-01-01 06:37:30,28.626645,77.160728,28.25,28.62705,77.160602,2024-01-01 06:37:00,0.046682912539231694,0.008333333333333333,5.601949504707803,28.627,77.161,Gridlock,4.593312720870874
TX001,2024-01-01 06:38:00,28.62608,77.161314,24.1,28.626645,77.160728,2024-01-01 06:37:30,0.08496051854648898,0.008333333333333333,10.195262225578677,28.626,77.161,Gridlock,-3.5211983146227785
TX001,2024-01-01 06:38:30,28.626107,77.160745,32.29,28.62608,77.161314,2024-01-01 06:38:00,0.05561719925796582,0.008333333333333333,6.674063910955899,28.626,77.161,Gridlock,-1.2428415176926233
TX001,2024-01-01 06:39:00,28.626151,77.160284,28.47,28.626107,77.160745,2024-01-01 06:38:30,0.045260186610527296,0.008333333333333333,5.431222393263275,28.626,77.16,Gridlock,-1.9479329299958912
TX001,2024-01-01 06:39:30,28.625911,77.160167,39.51,28.626151,77.160284,2024-01-01 06:39:00,0.029027412193894868,0.008333333333333333,3.483289463267384,28.626,77.16,Gridlock,6.4043368379201535
TX001,2024-01-01 06:40:00,28.626652,77.160162,27.78,28.625911,77.160167,2024-01-01 06:39:30,0.08239688584322948,0.008333333333333333,9.887626301187538,28.627,77.16,Gridlock,-2.6806933110508906
TX001,2024-01-01 06:40:30,28.626981,77.159674,22.31,28.626652,77.160162,2024-01-01 06:40:00,0.060057774917805395,0.008333333333333333,7.2069329901366475,28.627,77.16,Gridlock,4.96934670395074
TX001,2024-01-01 06:41:00,28.626197,77.159142,37.51,28.626981,77.159674,2024-01-01 06:40:30,0.10146899745072822,0.008333333333333333,12.176279694087388,28.626,77.159,Gridlock,-8.144804281153597
TX001,2024-01-01 06:41:30,28.626493,77.159211,37.36,28.626197,77.159142,2024-01-01 06:41:00,0.03359562844111491,0.008333333333333333,4.03147541293379,28.626,77.159,Gridlock,3.076310079406386
TX001,2024-01-01 06:42:00,28.626372,77.15862,33.61,28.626493,77.159211,2024-01-01 06:41:30,0.05923154576950146,0.008333333333333333,7.1077854923401755,28.626,77.159,Gridlock,-1.5889727202358248
TX001,2024-01-01 06:42:30,28.626188,77.159042,26.36,28.626372,77.15862,2024-01-01 06:42:00,0.04599010643420292,0.008333333333333333,5.518812772104351,28.626,77.159,Gridlock,4.010704536751664
TX001,2024-01-01 06:43:00,28.625483,77.159172,39.12,28.626188,77.159042,2024-01-01 06:42:30,0.07941264424046679,0.008333333333333333,9.529517308856015,28.625,77.159,Gridlock,-4.913220940879529
TX001,2024-01-01 06:43:30,28.625212,77.159417,30.38,28.625483,77.159172,2024-01-01 06:43:00,0.03846913639980405,0.008333333333333333,4.616296367976486,28.625,77.159,Gridlock,1.7182074416950774
TX001,2024-01-01 06:44:00,28.625584,77.159081,47.37,28.625212,77.159417,2024-01-01 06:43:30,0.05278753174726303,0.008333333333333333,6.334503809671563,28.626,77.159,Gridlock,-1.4340326919596134
TX001,2024-01-01 06:44:30,28.625717,77.159471,31.29,28.625584,77.159081,2024-01-01 06:44:00,0.040837259314266246,0.008333333333333333,4.90047111771195,28.626,77.159,Gridlock,0.36973799128204465
TX001,2024-01-01 06:45:00,28.625643,77.159029,29.25,28.625717,77.159471,2024-01-01 06:44:30,0.04391840924161662,0.008333333333333333,5.270209108993995,28.626,77.159,Gridlock,2.417749192010376
TX001,2024-01-01 06:45:30,28.625968,77.159571,20.65,28.625643,77.159029,2024-01-01 06:45:00,0.06406631917503643,0.008333333333333333,7.687958301004371,28.626,77.16,Gridlock,-2.074208978232246
TX001,2024-01-01 06:46:00,28.626369,77.159716,34.14,28.625968,77.159571,2024-01-01 06:45:30,0.046781244356434375,0.008333333333333333,5.613749322772125,28.626,77.16,Gridlock,1.844651731515465
TX001,2024-01-01 06:46:30,28.626514,77.160331,27.26,28.626369,77.159716,2024-01-01 06:46:00,0.062153342119063246,0.008333333333333333,7.45840105428759,28.627,77.16,Gridlock,7.381134378471735
TX001,2024-01-01 06:47:00,28.627139,77.159283,34.57,28.626514,77.160331,2024-01-01 06:46:30,0.12366279527299437,0.008333333333333333,14.839535432759325,28.627,77.159,Gridlock,-13.369615596258095
TX001,2024-01-01 06:47:30,28.627174,77.159164,44.86,28.627139,77.159283,2024-01-01 06:47:00,0.01224933197084358,0.008333333333333333,1.4699198365012296,28.627,77.159,Gridlock,9.18802942574641
TX001,2024-01-01 06:48:00,28.626379,77.159076,36.1,28.627174,77.159164,2024-01-01 06:47:30,0.08881624385206367,0.008333333333333333,10.65794926224764,28.626,77.159,Gridlock,-2.404284687062747
TX001,2024-01-01 06:48:30,28.62697,77.158868,39.29,28.626379,77.159076,2024-01-01 06:48:00,0.06878053812654078,0.008333333333333333,8.253664575184894,28.627,77.159,Gridlock,-3.1942057294084236
TX001,2024-01-01 06:49:00,28.62677,77.159235,25.3,28.62697,77.158868,2024-01-01 06:48:30,0.04216215704813725,0.008333333333333333,5.05945884577647,28.627,77.159,Gridlock,-1.3490674617409812
TX001,2024-01-01 06:49:30,28.626558,77.15944,38.95,28.62677,77.159235,2024-01-01 06:49:00,0.030919928200295745,0.008333333333333333,3.710391384035489,28.627,77.159,Gridlock,2.4131263909299783
TX001,2024-01-01 06:50:00,28.626945,77.159159,36.16,28.626558,77.15944,2024-01-01 06:49:30,0.05102931479137889,0.008333333333333333,6.1235177749654675,28.627,77.159,Gridlock,1.0412697452744677
TX001,2024-01-01 06:50:30,28.626788,77.158574,31.07,28.626945,77.159159,2024-01-01 06:50:00,0.05970656266866613,0.008333333333333333,7.164787520239935,28.627,77.159,Gridlock,-5.76353563822425
TX001,2024-01-01 06:51:00,28.626893,77.158576,38.55,28.626788,77.158574,2024-01-01 06:50:30,0.011677099016797374,0.008333333333333333,1.401251882015685,28.627,77.159,Gridlock,6.406185246285534
TX001,2024-01-01 06:51:30,28.626327,77.158407,32.18,28.626893,77.158576,2024-01-01 06:51:00,0.06506197606917682,0.008333333333333333,7.807437128301219,28.626,77.158,Gridlock,-3.45911182056107
TX001,2024-01-01 06:52:00,28.626006,77.158343,30.89,28.626327,77.158407,2024-01-01 06:51:30,0.036236044231167906,0.008333333333333333,4.348325307740149,28.626,77.158,Gridlock,5.745941648828323
TX001,2024-01-01 06:52:30,28.62676,77.158413,39.85,28.626006,77.158343,2024-01-01 06:52:00,0.08411889130473726,0.008333333333333333,10.094266956568472,28.627,77.158,Gridlock,-1.090327362334829
TX001,2024-01-01 06:53:00,28.62673,77.157645,38.09,28.62676,77.158413,2024-01-01 06:52:30,0.07503282995194702,0.008333333333333333,9.003939594233643,28.627,77.158,Gridlock,2.5491930970210532
TX001,2024-01-01 06:53:30,28.626755,77.158631,34.68,28.62673,77.157645,2024-01-01 06:53:00,0.0962761057604558,0.008333333333333333,11.553132691254696,28.627,77.159,Gridlock,-9.943551855951025
TX001,2024-01-01 06:54:00,28.626875,77.158617,32.69,28.626755,77.158631,2024-01-01 06:53:30,0.013413173627530592,0.008333333333333333,1.6095808353036711,28.627,77.159,Gridlock,5.4282209704196065
TX001,2024-01-01 06:54:30,28.627332,77.158917,20.98,28.626875,77.158617,2024-01-01 06:54:00,0.05864834838102731,0.008333333333333333,7.037801805723277,28.627,77.159,Gridlock,1.1345520069574695
TX001,2024-01-01 06:55:00,28.626969,77.159479,44.49,28.627332,77.158917,2024-01-01 06:54:30,0.06810294843900622,0.008333333333333333,8.172353812680747,28.627,77.159,Gridlock,2.5521632171453117
TX001,2024-01-01 06:55:30,28.627203,77.160355,18.18,28.626969,77.159479,2024-01-01 06:55:00,0.08937097524855049,0.008333333333333333,10.724517029826059,28.627,77.16,Gridlock,-7.6727364240378115
TX001,2024-01-01 06:56:00,28.626977,77.160395,23.11,28.627203,77.160355,2024-01-01 06:55:30,0.025431505048235395,0.008333333333333333,3.0517806057882475,28.627,77.16,Gridlock,5.240497389278911
TX001,2024-01-01 06:56:30,28.626356,77.160422,28.96,28.626977,77.160395,2024-01-01 06:56:00,0.06910231662555964,0.008333333333333333,8.292277995067158,28.626,77.16,Gridlock,-3.2918062450976526
TX001,2024-01-01 06:57:00,28.626546,77.160054,22.25,28.626356,77.160422,2024-01-01 06:56:30,0.04167059791641255,0.008333333333333333,5.000471749969505,28.627,77.16,Gridlock,-0.5590996129291161
TX001,2024-01-01 06:57:30,28.626233,77.159925,53.6,28.626546,77.160054,2024-01-01 06:57:00,0.03701143447533658,0.008333333333333333,4.441372137040389,28.626,77.16,Gridlock,2.222703835413519
TX001,2024-01-01 06:58:00,28.62574,77.160016,44.76,28.626233,77.159925,2024-01-01 06:57:30,0.0555339664371159,0.008333333333333333,6.664075972453908,28.626,77.16,Gridlock,1.9593909205130728
TX001,2024-01-01 06:58:30,28.625097,77.16009,50.69,28.62574,77.160016,2024-01-01 06:58:00,0.07186222410805818,0.008333333333333333,8.62346689296698,28.625,77.16,Gridlock,-1.4781248472254243
TX001,2024-01-01 06:59:00,28.62541,77.159595,38.12,28.625097,77.16009,2024-01-01 06:58:30,0.0595445170478463,0.008333333333333333,7.145342045741557,28.625,77.16,Gridlock,-4.0276746744127205
TX001,2024-01-01 06:59:30,28.625619,77.159714,19.15,28.62541,77.159595,2024-01-01 06:59:00,0.0259805614277403,0.008333333333333333,3.117667371328836,28.626,77.16,Gridlock,0.5619885127438642
TX001,2024-01-01 07:00:00,28.625757,77.159442,38.01,28.625619,77.159714,2024-01-01 06:59:30,0.03066379903393917,0.008333333333333333,3.6796558840727003,28.626,77.159,Gridlock,0.01108494260030124
TX001,2024-01-01 07:00:30,28.625875,77.159157,37.79,28.625757,77.159442,2024-01-01 07:00:00,0.030756173555608345,0.008333333333333333,3.6907408266730015,28.626,77.159,Gridlock,2.4388876605321106
TX001,2024-01-01 07:01:00,28.626064,77.15868,57.39,28.625875,77.159157,2024-01-01 07:00:30,0.05108023739337594,0.008333333333333333,6.129628487205112,28.626,77.159,Gridlock,0.24943824368806133
TX001,2024-01-01 07:01:30,28.625674,77.158995,42.88,28.626064,77.15868,2024-01-01 07:01:00,0.053158889424109776,0.008333333333333333,6.379066730893173,28.626,77.159,Gridlock,-0.09507515255161536
TX001,2024-01-01 07:02:00,28.625346,77.15938,48.9,28.625674,77.158995,2024-01-01 07:01:30,0.05236659648617965,0.008333333333333333,6.283991578341558,28.625,77.159,Gridlock,3.6306036882006207
TX001,2024-01-01 07:02:30,28.625675,77.160139,39.95,28.625346,77.15938,2024-01-01 07:02:00,0.08262162722118482,0.008333333333333333,9.914595266542179,28.626,77.16,Gridlock,-4.115951450631285
TX001,2024-01-01 07:03:00,28.625373,77.159783,32.06,28.625675,77.160139,2024-01-01 07:02:30,0.048322031799257446,0.008333333333333333,5.798643815910894,28.625,77.16,Gridlock,-4.141580693428636
TX001,2024-01-01 07:03:30,28.625342,77.15992,25.21,28.625373,77.159783,2024-01-01 07:03:00,0.013808859354018816,0.008333333333333333,1.6570631224822578,28.625,77.16,Gridlock,2.759987594988595
TX001,2024-01-01 07:04:00,28.625673,77.159925,38.32,28.625342,77.15992,2024-01-01 07:03:30,0.036808755978923774,0.008333333333333333,4.417050717470853,28.626,77.16,Gridlock,8.404308790853978
TX001,2024-01-01 07:04:30,28.625567,77.161013,52.44,28.625673,77.159925,2024-01-01 07:04:00,0.1068446625693736,0.008333333333333333,12.821359508324832,28.626,77.161,Gridlock,-6.033727474804645
TX001,2024-01-01 07:05:00,28.625225,77.160584,42.51,28.625567,77.161013,2024-01-01 07:04:30,0.056563600279334894,0.008333333333333333,6.787632033520187,28.625,77.161,Gridlock,-3.229108009146741
TX001,2024-01-01 07:05:30,28.625135,77.16087,40.79,28.625225,77.160584,2024-01-01 07:05:00,0.02965436686977872,0.008333333333333333,3.558524024373446,28.625,77.161,Gridlock,0.4308143439960359
TX001,2024-01-01 07:06:00,28.625106,77.160531,40.68,28.625135,77.16087,2024-01-01 07:05:30,0.03324448640307902,0.008333333333333333,3.989338368369482,28.625,77.161,Gridlock,0.6776264098916474
TX001,2024-01-01 07:06:30,28.624928,77.160874,16.82,28.625106,77.160531,2024-01-01 07:06:00,0.03889137315217608,0.008333333333333333,4.666964778261129,28.625,77.161,Gridlock,2.0402539268194193
TX001,2024-01-01 07:07:00,28.624429,77.160943,37.57,28.624928,77.160874,2024-01-01 07:06:30,0.055893489209004575,0.008333333333333333,6.707218705080549,28.624,77.161,Gridlock,-1.9413524569338678
TX001,2024-01-01 07:07:30,28.624076,77.161005,39.62,28.624429,77.160943,2024-01-01 07:07:00,0.03971555206788901,0.008333333333333333,4.765866248146681,28.624,77.161,Gridlock,1.5707701590057752
TX001,2024-01-01 07:08:00,28.623618,77.161148,35.7,28.624076,77.161005,2024-01-01 07:07:30,0.05280530339293713,0.008333333333333333,6.336636407152456,28.624,77.161,Gridlock,1.2693418918317958
TX001,2024-01-01 07:08:30,28.624052,77.161569,41.73,28.623618,77.161148,2024-01-01 07:08:00,0.06338315249153544,0.008333333333333333,7.605978298984252,28.624,77.162,Gridlock,-2.050861501914711
TX001,2024-01-01 07:09:00,28.623677,77.161775,18.47,28.624052,77.161569,2024-01-01 07:08:30,0.04629263997557951,0.008333333333333333,5.555116797069541,28.624,77.162,Gridlock,12.702133572490094
TX001,2024-01-01 07:09:30,28.623883,77.163316,41.17,28.623677,77.161775,2024-01-01 07:09:00,0.15214375307966363,0.008333333333333333,18.257250369559635,28.624,77.163,Gridlock,-10.726203428806272
TX001,2024-01-01 07:10:00,28.624337,77.163698,41.85,28.623883,77.163316,2024-01-01 07:09:30,0.06275872450627802,0.008333333333333333,7.531046940753362,28.624,77.164,Gridlock,-3.5934501074891556
TX001,2024-01-01 07:10:30,28.624211,77.164002,42.82,28.624337,77.163698,2024-01-01 07:10:00,0.03281330694386839,0.008333333333333333,3.9375968332642066,28.624,77.164,Gridlock,-1.3254514115526455
TX001,2024-01-01 07:11:00,28.624116,77.163807,25.73,28.624211,77.164002,2024-01-01 07:10:30,0.021767878514263008,0.008333333333333333,2.612145421711561,28.624,77.164,Gridlock,12.52109517528066
TX001,2024-01-01 07:11:30,28.625042,77.163061,35.98,28.624116,77.163807,2024-01-01 07:11:00,0.1261103383082685,0.008333333333333333,15.133240596992222,28.625,77.163,Gridlock,-6.246624989023621
TX001,2024-01-01 07:12:00,28.624397,77.162872,43.24,28.625042,77.163061,2024-01-01 07:11:30,0.074055130066405,0.008333333333333333,8.8866156079686,28.624,77.163,Gridlock,-3.827497570159661
TX001,2024-01-01 07:12:30,28.624422,77.162441,48.07,28.624397,77.162872,2024-01-01 07:12:00,0.04215931698174116,0.008333333333333333,5.05911803780894,28.624,77.162,Gridlock,-0.07219847605738927
TX001,2024-01-01 07:13:00,28.624694,77.162149,26.42,28.624422,77.162441,2024-01-01 07:12:30,0.041557663014596256,0.008333333333333333,4.9869195617515505,28.625,77.162,Gridlock,-1.9194582816926067
TX001,2024-01-01 07:13:30,28.624713,77.161888,37.6,28.624694,77.162149,2024-01-01 07:13:00,0.025562177333824532,0.008333333333333333,3.067461280058944,28.625,77.162,Gridlock,7.002399398639747
TX001,2024-01-01 07:14:00,28.624966,77.161078,60.73,28.624713,77.161888,2024-01-01 07:13:30,0.08391550565582241,0.008333333333333333,10.06986067869869,28.625,77.161,Gridlock,-4.735535504172707
TX001,2024-01-01 07:14:30,28.624701,77.161419,37.24,28.624966,77.161078,2024-01-01 07:14:00,0.04445270978771653,0.008333333333333333,5.334325174525984,28.625,77.161,Gridlock,-2.8900739745598156
TX001,2024-01-01 07:15:00,28.624655,77.161621,25.49,28.624701,77.161419,2024-01-01 07:14:30,0.020368759999718065,0.008333333333333333,2.444251199966168,28.625,77.162,Gridlock,4.150071400115893
TX001,2024-01-01 07:15:30,28.624175,77.161487,45.39,28.624655,77.161621,2024-01-01 07:15:00,0.05495268833401717,0.008333333333333333,6.5943226000820605,28.624,77.161,Gridlock,2.378218211026258
TX001,2024-01-01 07:16:00,28.623914,77.162193,29.3,28.624175,77.161487,2024-01-01 07:15:30,0.07477117342590266,0.008333333333333333,8.972540811108319,28.624,77.162,Gridlock,-0.9910644575689727
TX001,2024-01-01 07:16:30,28.62341,77.16256,39.86,28.623914,77.162193,2024-01-01 07:16:00,0.06651230294616121,0.008333333333333333,7.981476353539346,28.623,77.163,Gridlock,1.0138076424444549
TX001,2024-01-01 07:17:00,28.623823,77.161953,60.47,28.62341,77.16256,2024-01-01 07:16:30,0.07496069996653167,0.008333333333333333,8.995283995983801,28.624,77.162,Gridlock,-1.4737688515140803
TX001,2024-01-01 07:17:30,28.624329,77.16167,29.19,28.623823,77.161953,2024-01-01 07:17:00,0.06267929287058101,0.008333333333333333,7.521515144469721,28.624,77.162,Gridlock,-1.5221555746460105
TX001,2024-01-01 07:18:00,28.624639,77.161299,40.33,28.624329,77.16167,2024-01-01 07:17:30,0.04999466308186425,0.008333333333333333,5.99935956982371,28.625,77.161,Gridlock,11.948059097678716
TX001,2024-01-01 07:18:30,28.623343,77.160889,34.29,28.624639,77.161299,2024-01-01 07:18:00,0.14956182222918687,0.008333333333333333,17.947418667502426,28.623,77.161,Gridlock,-7.806830916428796
TX001,2024-01-01 07:19:00,28.622844,77.161542,31.97,28.623343,77.160889,2024-01-01 07:18:30,0.08450489792561358,0.008333333333333333,10.14058775107363,28.623,77.162,Gridlock,-7.714456618406496
TX001,2024-01-01 07:19:30,28.622668,77.161594,17.84,28.622844,77.161542,2024-01-01 07:19:00,0.020217759438892778,0.008333333333333333,2.4261311326671335,28.623,77.162,Gridlock,6.989702389140016
TX001,2024-01-01 07:20:00,28.622093,77.16206,52.3,28.622668,77.161594,2024-01-01 07:19:30,0.07846527934839291,0.008333333333333333,9.41583352180715,28.622,77.162,Gridlock,-3.7586265614842818
TX001,2024-01-01 07:20:30,28.621701,77.162244,35.12,28.622093,77.16206,2024-01-01 07:20:00,0.047143391336023896,0.008333333333333333,5.657206960322868,28.622,77.162,Gridlock,-2.4380436239227534
TX001,2024-01-01 07:21:00,28.621461,77.162272,37.39,28.621701,77.162244,2024-01-01 07:20:30,0.02682636113666762,0.008333333333333333,3.2191633364001144,28.621,77.162,Gridlock,-0.05770617021422053
TX001,2024-01-01 07:21:30,28.621506,77.162537,30.38,28.621461,77.162272,2024-01-01 07:21:00,0.02634547638488245,0.008333333333333333,3.161457166185894,28.622,77.163,Gridlock,8.815516115021074
TX001,2024-01-01 07:22:00,28.621011,77.16339,54.03,28.621506,77.162537,2024-01-01 07:21:30,0.09980811067672474,0.008333333333333333,11.976973281206968,28.621,77.163,Gridlock,-9.095377105016219
TX001,2024-01-01 07:22:30,28.62095,77.163626,11.57,28.621011,77.16339,2024-01-01 07:22:00,0.02401330146825625,0.008333333333333333,2.88159617619075,28.621,77.164,Gridlock,0.5835258124394969
TX001,2024-01-01 07:23:00,28.620701,77.163542,38.37,28.62095,77.163626,2024-01-01 07:22:30,0.028876016571918725,0.008333333333333333,3.465121988630247,28.621,77.164,Gridlock,1.6118905338670029
TX001,2024-01-01 07:23:30,28.620465,77.163882,29.08,28.620701,77.163542,2024-01-01 07:23:00,0.04230843768747708,0.008333333333333333,5.07701252249725,28.62,77.164,Gridlock,0.5302773179982907
TX001,2024-01-01 07:24:00,28.620188,77.164242,39.28,28.620465,77.163882,2024-01-01 07:23:30,0.04672741533746284,0.008333333333333333,5.6072898404955405,28.62,77.164,Gridlock,-0.36148097719687833
TX001,2024-01-01 07:24:30,28.620513,77.164494,38.69,28.620188,77.164242,2024-01-01 07:24:00,0.043715073860822184,0.008333333333333333,5.245808863298662,28.621,77.164,Gridlock,-0.6415777255410378
TX001,2024-01-01 07:25:00,28.620289,77.164793,25.05,28.620513,77.164494,2024-01-01 07:24:30,0.03836859281464687,0.008333333333333333,4.604231137757624,28.62,77.165,Gridlock,-4.043465826479354
TX001,2024-01-01 07:25:30,28.620281,77.16484,42.32,28.620289,77.164793,2024-01-01 07:25:00,0.004673044260652255,0.008333333333333333,0.5607653112782707,28.62,77.165,Gridlock,3.5111721188846206
TX001,2024-01-01 07:26:00,28.620044,77.165059,50.33,28.620281,77.16484,2024-01-01 07:25:30,0.033932811918024094,0.008333333333333333,4.071937430162891,28.62,77.165,Gridlock,1.1994994775276409
TX001,2024-01-01 07:26:30,28.619957,77.165498,32.57,28.620044,77.165059,2024-01-01 07:26:00,0.0439286408974211,0.008333333333333333,5.271436907690532,28.62,77.165,Gridlock,2.232259934724617
TX001,2024-01-01 07:27:00,28.620283,77.16602,44.9,28.619957,77.165498,2024-01-01 07:26:30,0.06253080702012624,0.008333333333333333,7.503696842415149,28.62,77.166,Gridlock,-3.594469296645259
TX001,2024-01-01 07:27:30,28.620555,77.165896,35.25,28.620283,77.16602,2024-01-01 07:27:00,0.03257689621474908,0.008333333333333333,3.9092275457698897,28.621,77.166,Gridlock,-3.078499804069012
TX001,2024-01-01 07:28:00,28.620503,77.165935,38.89,28.620555,77.165896,2024-01-01 07:27:30,0.006922731180840647,0.008333333333333333,0.8307277417008776,28.621,77.166,Gridlock,9.900183061755085
TX001,2024-01-01 07:28:30,28.620176,77.166772,42.14,28.620503,77.165935,2024-01-01 07:28:00,0.08942425669546636,0.008333333333333333,10.730910803455963,28.62,77.167,Gridlock,-2.277258815108155
TX001,2024-01-01 07:29:00,28.61969,77.167235,22.93,28.620176,77.166772,2024-01-01 07:28:30,0.0704470999028984,0.008333333333333333,8.453651988347808,28.62,77.167,Gridlock,-3.9993998712026153
TX001,2024-01-01 07:29:30,28.61994,77.167487,44.5,28.61969,77.167235,2024-01-01 07:29:00,0.0371187676428766,0.008333333333333333,4.4542521171451925,28.62,77.167,Gridlock,0.34889625540410396
